id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Latitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762819093.0,42551.0,2.0,1.0,950.0,4500.0,1.0,0.0,2.0,3.0,7.0,850.0,100.0,1926.0,0.0,122028.0,52.8862,-114.544,1670.0,4000.0,3.0,61.0,500000.0
6762819094.0,42551.0,5.0,3.25,3130.0,12087.0,2.0,0.0,0.0,3.0,8.0,2180.0,950.0,1975.0,0.0,122012.0,52.7636,-114.242,2410.0,10350.0,1.0,65.0,500000.0
6762819223.0,42551.0,4.0,2.75,2910.0,6334.0,2.0,0.0,0.0,3.0,8.0,2910.0,0.0,2013.0,0.0,122025.0,52.7126,-113.961,2790.0,6352.0,2.0,72.0,499990.0
6762819632.0,42551.0,3.0,2.25,2440.0,47916.0,2.0,0.0,0.0,3.0,8.0,2090.0,350.0,1991.0,0.0,122045.0,52.8647,-114.148,2150.0,24000.0,1.0,73.0,485000.0
6762819633.0,42551.0,4.0,1.75,1430.0,4096.0,2.0,0.0,0.0,3.0,7.0,1430.0,0.0,1900.0,0.0,122044.0,52.834,-114.496,1640.0,3377.0,3.0,67.0,485000.0
6762819736.0,42551.0,3.0,2.25,1710.0,21485.0,2.0,0.0,0.0,3.0,7.0,1710.0,0.0,1989.0,0.0,122019.0,52.8498,-114.243,1680.0,21485.0,2.0,75.0,482000.0
6762819876.0,42551.0,3.0,2.25,1640.0,3896.0,2.0,0.0,0.0,3.0,8.0,1640.0,0.0,1994.0,0.0,122011.0,52.7989,-114.196,1780.0,3999.0,1.0,51.0,478000.0
6762819909.0,42551.0,4.0,3.0,2890.0,6885.0,1.0,0.0,0.0,3.0,7.0,1590.0,1300.0,1945.0,2015.0,122006.0,52.9063,-114.472,2180.0,6885.0,2.0,70.0,476000.0
6762820447.0,42551.0,3.0,2.5,1450.0,1053.0,2.0,0.0,0.0,3.0,8.0,940.0,510.0,2008.0,0.0,122026.0,52.9054,-114.564,1410.0,1080.0,1.0,56.0,460000.0
6762820522.0,42551.0,2.0,1.0,1250.0,3825.0,1.0,0.0,0.0,3.0,7.0,850.0,400.0,1929.0,0.0,122007.0,52.9105,-114.57,1370.0,4998.0,1.0,61.0,459500.0
6762820728.0,42551.0,3.0,1.75,1110.0,9012.0,1.0,0.0,0.0,4.0,7.0,1110.0,0.0,1966.0,0.0,122005.0,52.8863,-114.321,1800.0,8679.0,3.0,78.0,452000.0
6762820792.0,42551.0,3.0,1.75,1400.0,13775.0,1.0,0.0,0.0,3.0,8.0,1400.0,0.0,1963.0,0.0,122058.0,52.9713,-114.449,2200.0,10450.0,2.0,75.0,450000.0
6762821065.0,42551.0,4.0,2.5,2280.0,42077.0,2.0,0.0,0.0,3.0,8.0,2280.0,0.0,1994.0,0.0,122035.0,52.5724,-114.267,2280.0,36236.0,2.0,56.0,445000.0
6762821465.0,42551.0,3.0,2.5,2530.0,13446.0,2.0,0.0,0.0,3.0,9.0,2530.0,0.0,1993.0,0.0,122055.0,52.9645,-114.151,2450.0,13446.0,1.0,70.0,435000.0
6762821568.0,42551.0,4.0,1.5,1550.0,5053.0,1.0,0.0,0.0,4.0,7.0,1180.0,370.0,1963.0,0.0,122051.0,52.7799,-114.464,1450.0,5639.0,1.0,73.0,433000.0
6762821614.0,42551.0,4.0,2.5,2300.0,6087.0,2.0,0.0,0.0,3.0,7.0,2300.0,0.0,2001.0,0.0,122053.0,52.7425,-114.382,1770.0,5907.0,3.0,69.0,431000.0
6762821855.0,42551.0,3.0,1.5,1300.0,19163.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1964.0,0.0,122005.0,52.8986,-114.343,1590.0,9744.0,1.0,68.0,425000.0
6762821856.0,42551.0,3.0,2.5,1950.0,5689.0,2.0,0.0,0.0,3.0,7.0,1950.0,0.0,2009.0,0.0,122008.0,52.7458,-114.063,2190.0,5653.0,2.0,66.0,425000.0
6762822219.0,42551.0,4.0,2.5,2530.0,5048.0,2.0,0.0,0.0,3.0,8.0,2530.0,0.0,2014.0,0.0,122024.0,52.5859,-114.253,2530.0,4359.0,2.0,58.0,417838.0
6762822605.0,42551.0,4.0,1.0,1580.0,8475.0,1.5,0.0,2.0,4.0,7.0,1580.0,0.0,1928.0,0.0,122063.0,52.7404,-114.444,1700.0,5650.0,2.0,76.0,406000.0
6762822736.0,42551.0,2.0,1.0,800.0,2280.0,1.0,0.0,0.0,5.0,6.0,800.0,0.0,1946.0,0.0,122026.0,52.8888,-114.552,1310.0,4200.0,3.0,61.0,402500.0
6762822775.0,42551.0,3.0,2.0,1240.0,11172.0,1.0,0.0,0.0,3.0,7.0,1000.0,240.0,1984.0,0.0,122019.0,52.8664,-114.227,1330.0,14102.0,3.0,52.0,401000.0
6762822978.0,42551.0,4.0,2.5,2701.0,4500.0,2.0,0.0,0.0,3.0,9.0,2701.0,0.0,2014.0,0.0,122023.0,52.4886,-114.384,2570.0,4800.0,1.0,63.0,399895.0
6762823220.0,42551.0,5.0,2.25,3740.0,32481.0,1.5,0.0,0.0,3.0,8.0,2240.0,1500.0,1958.0,0.0,122043.0,52.6265,-114.504,2040.0,11398.0,1.0,56.0,392000.0
6762823584.0,42551.0,3.0,1.75,1040.0,9000.0,1.0,0.0,0.0,4.0,7.0,1040.0,0.0,1967.0,0.0,122012.0,52.7553,-114.233,1750.0,10878.0,1.0,73.0,382500.0
6762823844.0,42551.0,3.0,1.75,2530.0,35150.0,1.0,0.0,0.0,4.0,7.0,1800.0,730.0,1977.0,0.0,122035.0,52.6213,-114.311,2460.0,36386.0,3.0,66.0,375000.0
6762824062.0,42551.0,2.0,1.0,860.0,6050.0,1.0,0.0,0.0,3.0,7.0,860.0,0.0,1952.0,0.0,122009.0,52.7997,-114.59,1130.0,6050.0,2.0,77.0,370000.0
6762824584.0,42551.0,3.0,3.5,2080.0,5100.0,2.0,0.0,0.0,3.0,8.0,2080.0,0.0,2004.0,0.0,122024.0,52.58,-114.195,2080.0,5100.0,2.0,50.0,357500.0
6762825037.0,42551.0,3.0,2.0,1270.0,3600.0,1.0,0.0,0.0,3.0,7.0,1270.0,0.0,1963.0,0.0,122044.0,52.8399,-114.487,1660.0,3600.0,1.0,59.0,349500.0
6762825150.0,42551.0,2.0,1.0,1080.0,7775.0,1.0,0.0,0.0,3.0,6.0,1080.0,0.0,1955.0,0.0,122016.0,52.7747,-114.584,1730.0,7350.0,1.0,61.0,345000.0
6762825505.0,42551.0,3.0,2.25,1460.0,941.0,3.0,0.0,0.0,3.0,8.0,1460.0,0.0,2006.0,0.0,122038.0,52.9445,-114.546,1490.0,1399.0,1.0,61.0,337000.0
6762825706.0,42551.0,2.0,2.5,1050.0,1029.0,2.0,0.0,0.0,3.0,8.0,950.0,100.0,2007.0,0.0,122044.0,52.8318,-114.489,1350.0,3600.0,1.0,79.0,332888.0
6762825769.0,42551.0,3.0,2.5,1680.0,11312.0,1.0,0.0,0.0,3.0,7.0,1080.0,600.0,1959.0,0.0,122052.0,52.7351,-114.534,1390.0,10700.0,3.0,74.0,330000.0
6762825923.0,42551.0,4.0,1.75,2550.0,8976.0,1.0,0.0,0.0,5.0,7.0,1300.0,1250.0,1978.0,0.0,122046.0,52.6586,-114.369,2220.0,9477.0,1.0,59.0,328950.0
6762826229.0,42551.0,4.0,2.5,1830.0,9601.0,2.0,0.0,0.0,3.0,7.0,1830.0,0.0,2003.0,0.0,122024.0,52.5841,-114.205,1830.0,5892.0,2.0,77.0,321000.0
6762826584.0,42551.0,3.0,2.0,2050.0,13303.0,1.0,0.0,0.0,3.0,8.0,2050.0,0.0,1993.0,0.0,122040.0,52.4981,-114.5,2180.0,11590.0,3.0,67.0,314500.0
6762826841.0,42551.0,3.0,1.0,1150.0,6000.0,1.5,0.0,0.0,3.0,7.0,1150.0,0.0,1927.0,0.0,122025.0,52.7263,-113.977,1210.0,7700.0,1.0,78.0,307000.0
6762827087.0,42551.0,3.0,2.25,1660.0,5128.0,2.0,0.0,0.0,3.0,7.0,1660.0,0.0,2001.0,0.0,122055.0,52.9662,-114.157,1680.0,4652.0,2.0,65.0,300000.0
6762827088.0,42551.0,3.0,2.75,2090.0,9620.0,1.0,0.0,0.0,3.0,8.0,1340.0,750.0,1987.0,0.0,122018.0,52.5041,-114.527,2150.0,9660.0,2.0,74.0,300000.0
6762827089.0,42551.0,4.0,2.5,2303.0,3826.0,2.0,0.0,0.0,3.0,8.0,2303.0,0.0,2006.0,0.0,122023.0,52.5558,-114.355,2516.0,4500.0,2.0,53.0,300000.0
6762827937.0,42551.0,3.0,1.0,1090.0,10710.0,1.0,0.0,0.0,4.0,7.0,1090.0,0.0,1962.0,0.0,122053.0,52.73,-114.359,1090.0,10440.0,3.0,72.0,280000.0
6762828143.0,42551.0,1.0,0.75,370.0,1801.0,1.0,0.0,0.0,5.0,5.0,370.0,0.0,1923.0,0.0,122007.0,52.9078,-114.579,1340.0,5000.0,2.0,61.0,276000.0
6762828282.0,42551.0,4.0,2.5,1970.0,6600.0,2.0,0.0,0.0,3.0,7.0,1970.0,0.0,1987.0,0.0,122065.0,52.5791,-114.358,1970.0,7682.0,1.0,63.0,274900.0
6762828806.0,42551.0,2.0,1.0,770.0,7906.0,1.0,0.0,0.0,4.0,6.0,770.0,0.0,1948.0,0.0,122014.0,52.996,-114.51,990.0,7906.0,3.0,53.0,260000.0
6762828807.0,42551.0,3.0,2.25,1920.0,9680.0,1.0,0.0,0.0,4.0,7.0,1300.0,620.0,1961.0,0.0,122067.0,52.642,-114.385,1500.0,9516.0,3.0,76.0,260000.0
6762829466.0,42551.0,3.0,2.0,1190.0,4072.0,1.5,0.0,0.0,5.0,6.0,1190.0,0.0,1907.0,0.0,122051.0,52.7576,-114.464,1680.0,5850.0,3.0,66.0,245000.0
6762829606.0,42551.0,3.0,2.0,1770.0,7000.0,1.0,0.0,0.0,3.0,7.0,1770.0,0.0,1986.0,0.0,122039.0,52.5621,-114.451,1510.0,10462.0,1.0,79.0,241000.0
6762830320.0,42551.0,3.0,1.5,1620.0,9310.0,1.0,0.0,0.0,4.0,7.0,1620.0,0.0,1967.0,0.0,122035.0,52.5965,-114.297,1610.0,10640.0,1.0,63.0,219950.0
6762830374.0,42551.0,3.0,1.75,1400.0,9546.0,1.0,0.0,0.0,4.0,7.0,1400.0,0.0,1984.0,0.0,122040.0,52.5479,-114.521,1660.0,8550.0,3.0,54.0,217500.0
6762830688.0,42551.0,3.0,1.75,1170.0,8239.0,1.0,0.0,0.0,3.0,7.0,1170.0,0.0,1981.0,0.0,122035.0,52.5979,-114.278,1180.0,7866.0,2.0,80.0,205000.0
6762830757.0,42551.0,1.0,1.0,590.0,833.0,1.0,0.0,0.0,4.0,7.0,590.0,0.0,1926.0,0.0,122044.0,52.8382,-114.489,780.0,1617.0,2.0,72.0,202000.0
6762831223.0,42551.0,2.0,1.0,900.0,13531.0,1.0,0.0,0.0,3.0,6.0,900.0,0.0,1979.0,0.0,122039.0,52.4916,-114.441,1767.0,8308.0,2.0,75.0,174000.0
6762831295.0,42551.0,3.0,1.0,1200.0,8514.0,1.0,0.0,0.0,3.0,7.0,1200.0,0.0,1959.0,0.0,122068.0,52.4343,-114.198,1210.0,8985.0,1.0,53.0,165050.0
6762831586.0,42551.0,2.0,1.0,820.0,4320.0,1.0,0.0,0.0,3.0,5.0,820.0,0.0,1937.0,0.0,122034.0,52.744,-114.549,780.0,7424.0,1.0,62.0,102500.0
6762810047.0,42552.0,5.0,6.25,8020.0,21738.0,2.0,0.0,0.0,3.0,11.0,8020.0,0.0,2001.0,0.0,122027.0,52.7975,-114.379,4160.0,18969.0,3.0,63.0,3300000.0
6762810163.0,42552.0,4.0,2.5,4080.0,18362.0,2.0,0.0,2.0,4.0,11.0,4080.0,0.0,1983.0,0.0,122048.0,52.8644,-114.404,4080.0,19991.0,2.0,54.0,2290000.0
6762810165.0,42552.0,4.0,3.25,4040.0,18916.0,1.0,0.0,0.0,4.0,9.0,4040.0,0.0,1954.0,0.0,122071.0,52.8455,-114.428,3000.0,18831.0,3.0,63.0,2270000.0
6762810198.0,42552.0,3.0,3.5,4660.0,5500.0,2.0,0.0,4.0,5.0,10.0,3040.0,1620.0,1909.0,0.0,122013.0,52.8765,-114.509,2980.0,5500.0,3.0,73.0,2150000.0
6762810631.0,42552.0,2.0,2.5,3180.0,9400.0,2.0,0.0,4.0,5.0,10.0,2610.0,570.0,1985.0,0.0,122027.0,52.7917,-114.348,3760.0,9450.0,1.0,60.0,1410000.0
6762810801.0,42552.0,4.0,1.75,2610.0,21600.0,1.0,0.0,0.0,4.0,8.0,2610.0,0.0,1966.0,0.0,122048.0,52.8545,-114.417,2920.0,20330.0,3.0,50.0,1300000.0
6762811273.0,42552.0,3.0,2.5,3280.0,8400.0,1.0,0.0,0.0,3.0,10.0,1680.0,1600.0,1970.0,0.0,122006.0,52.9248,-114.476,1550.0,6300.0,2.0,80.0,1080000.0
6762811346.0,42552.0,4.0,3.5,3390.0,3979.0,2.0,0.0,0.0,3.0,9.0,2610.0,780.0,2014.0,0.0,122032.0,52.8782,-114.598,3350.0,4165.0,1.0,68.0,1050000.0
6762811393.0,42552.0,4.0,1.75,1440.0,13296.0,1.0,0.0,0.0,4.0,8.0,1440.0,0.0,1967.0,0.0,122048.0,52.864,-114.394,3520.0,10802.0,3.0,65.0,1040000.0
6762811571.0,42552.0,6.0,4.5,3830.0,4800.0,3.0,0.0,0.0,3.0,9.0,3050.0,780.0,1919.0,2004.0,122003.0,52.8704,-114.551,1990.0,4800.0,3.0,53.0,989000.0
6762811974.0,42552.0,3.0,4.5,3850.0,62726.0,2.0,0.0,0.0,3.0,10.0,3120.0,730.0,2013.0,0.0,122045.0,52.9035,-114.248,2630.0,46609.0,2.0,76.0,915000.0
6762812126.0,42552.0,4.0,2.25,1950.0,5950.0,1.0,0.0,0.0,3.0,8.0,1330.0,620.0,1947.0,0.0,122061.0,52.869,-114.537,2600.0,5593.0,2.0,77.0,895000.0
6762812378.0,42552.0,4.0,1.75,1880.0,3720.0,1.5,0.0,0.0,4.0,7.0,1880.0,0.0,1924.0,0.0,122061.0,52.8731,-114.546,2090.0,4095.0,1.0,52.0,860000.0
6762812448.0,42552.0,5.0,3.25,3760.0,9792.0,2.0,0.0,0.0,3.0,9.0,2550.0,1210.0,1984.0,0.0,122027.0,52.7954,-114.305,2960.0,16500.0,1.0,73.0,851000.0
6762812858.0,42552.0,3.0,3.0,2470.0,7410.0,2.0,0.0,0.0,5.0,8.0,1860.0,610.0,1977.0,0.0,122007.0,52.9237,-114.582,2390.0,7800.0,3.0,57.0,811000.0
6762813070.0,42552.0,4.0,2.5,2890.0,7798.0,2.0,0.0,0.0,3.0,9.0,2890.0,0.0,2005.0,0.0,122027.0,52.7756,-114.319,3300.0,30950.0,1.0,75.0,795000.0
6762813198.0,42552.0,2.0,1.5,1570.0,175421.0,1.5,0.0,2.0,4.0,7.0,1320.0,250.0,1906.0,0.0,122003.0,52.8666,-114.553,2140.0,3600.0,2.0,69.0,782000.0
6762813841.0,42552.0,2.0,1.0,1500.0,4000.0,1.0,0.0,0.0,3.0,8.0,1100.0,400.0,1933.0,0.0,122061.0,52.8709,-114.543,1980.0,4000.0,1.0,50.0,736000.0
6762813897.0,42552.0,3.0,3.75,2670.0,6517.0,2.5,0.0,4.0,4.0,8.0,2020.0,650.0,1977.0,0.0,122064.0,52.8002,-114.57,2010.0,6073.0,3.0,54.0,732000.0
6762814050.0,42552.0,4.0,2.25,2430.0,4748.0,1.5,0.0,0.0,3.0,8.0,1630.0,800.0,1928.0,0.0,122009.0,52.8204,-114.579,2430.0,4748.0,1.0,65.0,723000.0
6762814076.0,42552.0,4.0,3.0,3550.0,12327.0,1.5,0.0,0.0,4.0,10.0,2180.0,1370.0,1990.0,0.0,122017.0,52.9833,-114.395,3170.0,12937.0,1.0,77.0,720000.0
6762814357.0,42552.0,3.0,2.5,2490.0,23891.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,1993.0,0.0,122045.0,52.9016,-114.219,2900.0,34705.0,1.0,63.0,700000.0
6762814549.0,42552.0,3.0,1.5,1760.0,4000.0,2.0,0.0,0.0,3.0,8.0,1760.0,0.0,1922.0,0.0,122013.0,52.8701,-114.51,1760.0,4000.0,2.0,64.0,690000.0
6762814804.0,42552.0,5.0,2.25,2900.0,10300.0,1.0,0.0,0.0,3.0,8.0,1450.0,1450.0,1985.0,0.0,122027.0,52.7761,-114.341,2310.0,10300.0,1.0,57.0,675000.0
6762815044.0,42552.0,5.0,2.5,2950.0,5500.0,1.5,0.0,0.0,5.0,7.0,1720.0,1230.0,1918.0,0.0,122054.0,52.8085,-114.483,2200.0,5000.0,2.0,67.0,660500.0
6762815107.0,42552.0,4.0,2.0,2090.0,10800.0,1.0,0.0,0.0,4.0,7.0,2090.0,0.0,1951.0,0.0,122057.0,52.8059,-114.413,2090.0,10800.0,1.0,69.0,659000.0
6762815396.0,42552.0,3.0,1.75,2270.0,11472.0,1.0,0.0,0.0,4.0,7.0,1370.0,900.0,1956.0,0.0,122050.0,52.9357,-114.564,2270.0,8340.0,1.0,54.0,645000.0
6762815661.0,42552.0,4.0,2.5,2190.0,9880.0,1.0,0.0,0.0,4.0,8.0,1410.0,780.0,1979.0,0.0,122010.0,52.9226,-114.376,2190.0,9198.0,2.0,62.0,630000.0
6762815762.0,42552.0,3.0,3.0,1820.0,1641.0,3.0,0.0,0.0,3.0,8.0,1540.0,280.0,2006.0,0.0,122003.0,52.8782,-114.548,1720.0,1501.0,2.0,70.0,625000.0
6762816189.0,42552.0,3.0,2.25,2080.0,12134.0,1.0,0.0,0.0,4.0,8.0,1530.0,550.0,1973.0,0.0,122005.0,52.8615,-114.292,2320.0,12400.0,1.0,52.0,605000.0
6762816190.0,42552.0,4.0,2.25,2940.0,48788.0,1.0,0.0,0.0,5.0,7.0,1520.0,1420.0,1961.0,0.0,122058.0,52.9722,-114.435,2470.0,14900.0,2.0,66.0,605000.0
6762816299.0,42552.0,5.0,2.0,2190.0,9072.0,1.0,0.0,0.0,5.0,7.0,1110.0,1080.0,1965.0,0.0,122005.0,52.8996,-114.339,1660.0,8327.0,3.0,51.0,600000.0
6762816389.0,42552.0,4.0,3.5,2500.0,3080.0,2.0,0.0,0.0,3.0,8.0,1810.0,690.0,2008.0,0.0,122005.0,52.9049,-114.33,2060.0,3295.0,1.0,50.0,599950.0
6762816793.0,42552.0,3.0,2.25,1900.0,3960.0,1.5,0.0,0.0,3.0,8.0,1200.0,700.0,1905.0,0.0,122044.0,52.8422,-114.488,1310.0,3960.0,1.0,79.0,580000.0
6762816933.0,42552.0,3.0,1.75,2680.0,8625.0,1.0,0.0,0.0,5.0,8.0,1590.0,1090.0,1974.0,0.0,122012.0,52.7616,-114.246,2620.0,14275.0,3.0,66.0,575000.0
6762816934.0,42552.0,4.0,2.0,1660.0,4800.0,1.5,0.0,0.0,3.0,7.0,1660.0,0.0,1922.0,0.0,122028.0,52.8856,-114.535,1660.0,4800.0,2.0,61.0,575000.0
6762817159.0,42552.0,3.0,2.5,2280.0,2502.0,2.0,0.0,0.0,3.0,8.0,1880.0,400.0,2006.0,0.0,122012.0,52.7664,-114.263,2280.0,2812.0,1.0,78.0,567500.0
6762817547.0,42552.0,3.0,2.5,1840.0,9900.0,1.0,0.0,0.0,3.0,9.0,1840.0,0.0,1978.0,0.0,122030.0,52.8431,-114.341,2730.0,9900.0,3.0,56.0,552000.0
6762817594.0,42552.0,4.0,2.75,2160.0,5005.0,1.0,0.0,0.0,3.0,7.0,1430.0,730.0,1987.0,0.0,122006.0,52.9271,-114.492,1770.0,5326.0,2.0,52.0,550000.0
6762817831.0,42552.0,3.0,2.0,1340.0,7200.0,1.5,0.0,0.0,4.0,7.0,1340.0,0.0,1923.0,0.0,122051.0,52.7901,-114.455,1630.0,5760.0,2.0,55.0,545000.0
6762817954.0,42552.0,3.0,2.25,1320.0,1800.0,2.0,0.0,0.0,3.0,7.0,1320.0,0.0,1994.0,0.0,122044.0,52.8381,-114.479,2010.0,4500.0,2.0,68.0,540000.0
6762818126.0,42552.0,3.0,1.75,2330.0,12141.0,1.0,0.0,0.0,3.0,7.0,1390.0,940.0,1983.0,0.0,122021.0,52.9907,-114.336,1850.0,12141.0,2.0,67.0,535000.0
6762818427.0,42552.0,2.0,1.75,1530.0,3503.0,1.0,0.0,1.0,4.0,7.0,830.0,700.0,1916.0,0.0,122003.0,52.8668,-114.561,1280.0,1531.0,3.0,69.0,525000.0
6762818598.0,42552.0,3.0,1.75,1490.0,1210.0,2.0,0.0,0.0,3.0,10.0,1090.0,400.0,2008.0,0.0,122032.0,52.8888,-114.593,1460.0,1206.0,1.0,60.0,520000.0
6762818658.0,42552.0,5.0,2.25,2570.0,13054.0,1.0,0.0,1.0,3.0,8.0,1470.0,1100.0,1950.0,1992.0,122031.0,52.6787,-114.542,2570.0,19807.0,1.0,55.0,519000.0
6762818828.0,42552.0,3.0,1.75,1540.0,3000.0,1.0,0.0,2.0,3.0,7.0,770.0,770.0,1920.0,0.0,122007.0,52.9069,-114.55,1420.0,4200.0,2.0,55.0,512031.0
6762819331.0,42552.0,2.0,1.0,900.0,9260.0,1.0,0.0,0.0,3.0,7.0,900.0,0.0,1946.0,0.0,122026.0,52.8995,-114.55,1230.0,6913.0,2.0,53.0,496000.0
6762819569.0,42552.0,3.0,3.0,3700.0,10375.0,2.0,0.0,0.0,3.0,9.0,3700.0,0.0,1982.0,0.0,122070.0,52.6586,-114.481,2130.0,9132.0,2.0,58.0,489000.0
6762819702.0,42552.0,4.0,2.5,1540.0,1870.0,2.0,0.0,0.0,3.0,8.0,1540.0,0.0,2014.0,0.0,122011.0,52.7824,-114.189,1540.0,1619.0,2.0,60.0,484998.0
6762819750.0,42552.0,3.0,2.25,1550.0,5511.0,2.0,0.0,0.0,3.0,8.0,1550.0,0.0,1987.0,0.0,122010.0,52.9246,-114.375,1620.0,5511.0,2.0,78.0,481015.0
6762819775.0,42552.0,3.0,2.0,1470.0,10052.0,1.0,0.0,0.0,4.0,8.0,1470.0,0.0,1956.0,0.0,122022.0,52.956,-114.506,1480.0,9780.0,3.0,63.0,480000.0
6762819776.0,42552.0,5.0,2.5,2160.0,7737.0,2.0,0.0,0.0,3.0,7.0,2160.0,0.0,1998.0,0.0,122008.0,52.7681,-114.062,2460.0,7737.0,1.0,67.0,480000.0
6762819945.0,42552.0,4.0,2.5,2040.0,7260.0,2.0,0.0,0.0,4.0,7.0,2040.0,0.0,1963.0,0.0,122038.0,52.9699,-114.522,2040.0,7360.0,1.0,62.0,475000.0
6762819946.0,42552.0,4.0,2.5,1850.0,5444.0,2.0,0.0,0.0,5.0,7.0,1850.0,0.0,1981.0,0.0,122033.0,52.9527,-114.35,1540.0,5000.0,2.0,54.0,475000.0
6762819947.0,42552.0,4.0,2.0,2100.0,13468.0,1.0,0.0,0.0,5.0,7.0,1050.0,1050.0,1962.0,0.0,122022.0,52.9439,-114.482,1470.0,8675.0,2.0,79.0,475000.0
6762819948.0,42552.0,4.0,2.75,2620.0,6178.0,2.0,0.0,0.0,3.0,8.0,2620.0,0.0,2013.0,0.0,122025.0,52.7123,-113.961,2790.0,6538.0,3.0,50.0,475000.0
6762820701.0,42552.0,3.0,2.0,1660.0,15050.0,1.0,0.0,0.0,3.0,7.0,1260.0,400.0,1983.0,0.0,122033.0,52.9503,-114.384,1660.0,7320.0,1.0,58.0,453000.0
6762821466.0,42552.0,3.0,2.5,1900.0,7984.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,1993.0,0.0,122017.0,52.9733,-114.384,2650.0,9352.0,1.0,62.0,435000.0
6762822291.0,42552.0,3.0,1.0,1520.0,9030.0,1.0,0.0,0.0,3.0,7.0,1520.0,0.0,1956.0,0.0,122030.0,52.817,-114.324,1470.0,8712.0,2.0,71.0,415000.0
6762822440.0,42552.0,4.0,2.0,2370.0,76665.0,2.0,0.0,0.0,4.0,8.0,2370.0,0.0,1978.0,0.0,122039.0,52.5131,-114.469,2110.0,19334.0,1.0,50.0,411000.0
6762823179.0,42552.0,4.0,2.5,3002.0,6042.0,2.0,0.0,0.0,3.0,8.0,3002.0,0.0,2004.0,0.0,122042.0,52.6531,-114.376,2566.0,6390.0,2.0,68.0,394500.0
6762823376.0,42552.0,4.0,1.75,2400.0,7700.0,1.5,0.0,0.0,4.0,7.0,1500.0,900.0,1927.0,0.0,122038.0,52.9425,-114.522,1530.0,7700.0,1.0,75.0,389000.0
6762824649.0,42552.0,3.0,1.75,1730.0,7416.0,1.5,0.0,0.0,3.0,7.0,1730.0,0.0,1954.0,0.0,122038.0,52.99,-114.539,1390.0,6490.0,1.0,56.0,355000.0
6762825151.0,42552.0,5.0,2.5,2450.0,6994.0,2.0,0.0,0.0,3.0,8.0,2450.0,0.0,2002.0,0.0,122065.0,52.5872,-114.382,1940.0,6035.0,3.0,50.0,345000.0
6762825320.0,42552.0,4.0,2.5,1954.0,4805.0,2.0,0.0,0.0,3.0,8.0,1954.0,0.0,2005.0,0.0,122042.0,52.6597,-114.38,1714.0,3259.0,1.0,50.0,340000.0
6762825422.0,42552.0,3.0,2.5,2390.0,34041.0,1.0,0.0,0.0,3.0,8.0,1840.0,550.0,1984.0,0.0,122035.0,52.5846,-114.271,2460.0,35686.0,1.0,77.0,339950.0
6762825663.0,42552.0,2.0,1.5,830.0,1858.0,2.0,0.0,0.0,3.0,7.0,830.0,0.0,2005.0,0.0,122054.0,52.8128,-114.504,1480.0,3030.0,3.0,62.0,334500.0
6762825770.0,42552.0,4.0,2.5,2105.0,6093.0,2.0,0.0,0.0,3.0,8.0,2105.0,0.0,2003.0,0.0,122035.0,52.5831,-114.337,1930.0,8022.0,1.0,60.0,330000.0
6762825874.0,42552.0,4.0,2.5,2120.0,4558.0,2.0,0.0,0.0,3.0,7.0,2120.0,0.0,2002.0,0.0,122024.0,52.6095,-114.212,2370.0,5506.0,3.0,59.0,329950.0
6762826692.0,42552.0,2.0,1.0,700.0,3000.0,1.0,0.0,0.0,4.0,6.0,700.0,0.0,1918.0,0.0,122028.0,52.9146,-114.536,1560.0,4500.0,1.0,52.0,310000.0
6762826787.0,42552.0,3.0,2.5,2242.0,4500.0,2.0,0.0,0.0,3.0,8.0,2242.0,0.0,2014.0,0.0,122023.0,52.4883,-114.388,2009.0,4500.0,1.0,57.0,309780.0
6762826899.0,42552.0,2.0,1.0,2160.0,12960.0,1.0,0.0,0.0,3.0,7.0,1360.0,800.0,1968.0,0.0,122056.0,52.7002,-114.451,2070.0,12960.0,1.0,58.0,305000.0
6762826900.0,42552.0,3.0,1.0,1580.0,7424.0,1.0,0.0,0.0,3.0,7.0,1010.0,570.0,1962.0,0.0,122046.0,52.6907,-114.361,1710.0,7772.0,3.0,77.0,305000.0
6762827090.0,42552.0,2.0,1.0,1010.0,169448.0,1.0,0.0,0.0,3.0,6.0,1010.0,0.0,1947.0,0.0,122014.0,52.9761,-114.512,1220.0,11240.0,1.0,50.0,300000.0
6762828160.0,42552.0,3.0,2.25,1520.0,7199.0,2.0,0.0,0.0,4.0,7.0,1520.0,0.0,1992.0,0.0,122024.0,52.5792,-114.224,1410.0,6751.0,2.0,59.0,275250.0
6762828288.0,42552.0,3.0,2.25,1450.0,4050.0,2.0,0.0,0.0,3.0,7.0,1450.0,0.0,2010.0,0.0,122024.0,52.597,-114.209,1660.0,3800.0,3.0,57.0,274500.0
